asap1_id,Region,Rain,Drought,Country,Continent
241,Almaty City area,0.0,0.0,Kazakhstan,Asia
243,Vargas,0.0,0.0,Venezuela,South America
247,Nyamira,19.0,2.0,Kenya,Africa
248,Zona No Del.,9.0,7.0,Ecuador,South America
249,Pool,14.0,0.0,Congo,Africa
251,Florida,22.0,0.0,Uruguay,South America
252,Artigas,10.0,0.0,Uruguay,South America
253,Da Nang City,20.0,2.0,Viet Nam,Asia
254,Cundinamarca,16.0,0.0,Colombia,South America
255,Amanat Al Asimah,0.0,4.0,Yemen,Asia
256,Phnom Penh,8.0,4.0,Cambodia,Asia
257,West Area,0.0,0.0,Sierra Leone,Africa
258,Daman and Diu,7.0,5.0,India,Asia
259,Montagnes,11.0,0.0,Côte d'Ivoire,Africa
261,Singburi,17.0,2.0,Thailand,Asia
262,Netherlands,4.0,0.0,Netherlands,Europe
263,Damietta,0.0,0.0,Egypt,Africa
264,Cataluña,5.0,0.0,Spain,Europe
265,Qatar,0.0,0.0,Qatar,Asia
266,Balkh,9.0,7.0,Afghanistan,Asia
267,Wardak,15.0,14.0,Afghanistan,Asia
268,Capital Region,0.0,0.0,Philippines,Asia
269,Bamyan,11.0,1.0,Afghanistan,Asia
270,Blida,15.0,2.0,Algeria,Africa
271,Dakar,4.0,11.0,Senegal,Africa
272,Berlin,0.0,0.0,Germany,Europe
273,Farah,2.0,3.0,Afghanistan,Asia
274,Faryab,18.0,0.0,Afghanistan,Asia
275,Bordj Bou Arrer,7.0,3.0,Algeria,Africa
276,Malta,0.0,0.0,Malta,Europe
277,Tucuman,9.0,0.0,Argentina,South America
278,Ghazni,7.0,11.0,Afghanistan,Asia
280,Ghor,15.0,1.0,Afghanistan,Asia
281,Kandahar,1.0,0.0,Afghanistan,Asia
282,Hirat,1.0,8.0,Afghanistan,Asia
283,Jawzjan,9.0,12.0,Afghanistan,Asia
284,Kabul,18.0,7.0,Afghanistan,Asia
285,Oslo,0.0,0.0,Norway,Europe
286,Samangan,7.0,2.0,Afghanistan,Asia
287,Sar-e-Pul,8.0,4.0,Afghanistan,Asia
288,Zabul,5.0,0.0,Afghanistan,Asia
289,Adrar,0.0,0.0,Algeria,Africa
290,Ain-Temouchent,11.0,4.0,Algeria,Africa
291,Conakry,0.0,0.0,Guinea,Africa
292,Bishkek,0.0,0.0,Kyrgyzstan,Asia
293,Saint Vincent,0.0,0.0,Saint Vincent,North America
294,Bechar,0.0,0.0,Algeria,Africa
295,Siliana,7.0,9.0,Tunisia,Africa
296,Tonga,0.0,0.0,Tonga,Oceania
297,Bejaia,11.0,6.0,Algeria,Africa
298,Kang-won-do,8.0,0.0,South Korea,Asia
299,Biskra,16.0,0.0,Algeria,Africa
300,Seoul,0.0,0.0,South Korea,Asia
301,Kuala Lumpur,0.0,0.0,Malaysia,Asia
302,Andorra,0.0,0.0,Andorra,Europe
303,El Bayadh,0.0,0.0,Algeria,Africa
304,Nunavut,0.0,0.0,Canada,North America
305,Hamburg,0.0,0.0,Germany,Europe
306,Medea,13.0,9.0,Algeria,Africa
307,Cayman Islands,0.0,0.0,Cayman Islands,North America
308,Niamey,0.0,0.0,Niger,Africa
309,Saint Pierre,0.0,0.0,Saint Pierre,North America
310,Grenada,0.0,0.0,Grenada,North America
311,Gaza Strip,0.0,0.0,Gaza Strip,Asia
312,Tamanrasset,0.0,0.0,Algeria,Africa
313,Bengo,7.0,7.0,Angola,Africa
314,Benguela,5.0,3.0,Angola,Africa
315,Bie,8.0,0.0,Angola,Africa
316,Cuanza Sul,5.0,4.0,Angola,Africa
317,Sousse,14.0,5.0,Tunisia,Africa
318,Micronesia,0.0,0.0,Micronesia,Oceania
319,Bulawayo,0.0,0.0,Zimbabwe,Africa
320,Aden,0.0,0.0,Yemen,Asia
321,Bahrain,0.0,0.0,Bahrain,Asia
322,Uige,0.0,0.0,Angola,Africa
323,Cuando Cubango,7.0,0.0,Angola,Africa
324,Wanica,0.0,0.0,Suriname,South America
325,Tokusima,19.0,0.0,Japan,Asia
326,Sums'ka,8.0,7.0,Ukraine,Europe
327,Tuyen Quang,11.0,0.0,Viet Nam,Asia
328,Phongsali,31.0,0.0,Laos,Asia
329,Nueva Esparta,0.0,0.0,Venezuela,South America
330,Nairobi,14.0,9.0,Kenya,Africa
331,Malanje,5.0,0.0,Angola,Africa
332,Heard Island,0.0,0.0,Heard Island,Oceania
333,Moxico,0.0,0.0,Angola,Africa
334,Namibe,9.0,6.0,Angola,Africa
335,Zaire,0.0,0.0,Angola,Africa
337,Buenos Aires,7.0,0.0,Argentina,South America
338,Cape Verde,0.0,0.0,Cape Verde,Africa
339,Catamarca,4.0,6.0,Argentina,South America
340,Puerto Rico,15.0,0.0,Puerto Rico,North America
341,Hong Kong,0.0,0.0,Hong Kong,Asia
342,Chaco,18.0,4.0,Argentina,South America
343,Badghis,6.0,3.0,Afghanistan,Asia
344,Sao Tome and P.,0.0,0.0,Sao Tome and P.,Africa
345,Jujuy,1.0,0.0,Argentina,South America
346,Saint Lucia,0.0,0.0,Saint Lucia,North America
347,Antigua,0.0,0.0,Antigua,North America
348,Palau,0.0,0.0,Palau,Oceania
349,Kingman Reef,0.0,0.0,Kingman Reef,Oceania
350,Virgin Islands,0.0,0.0,Virgin Islands,North America
351,Isle of Man,0.0,0.0,Isle of Man,Europe
352,Guadeloupe,0.0,0.0,Guadeloupe,North America
353,Talas,16.0,4.0,Kyrgyzstan,Asia
354,Singapore,0.0,0.0,Singapore,Asia
355,Cordoba,9.0,4.0,Argentina,South America
356,Guam,0.0,0.0,Guam,North America
357,Parwan,19.0,4.0,Afghanistan,Asia
358,Chubut,0.0,0.0,Argentina,South America
359,Marche,9.0,2.0,Italy,Europe
360,Yalova,33.0,2.0,Turkey,Asia
361,Chiang Rai,17.0,0.0,Thailand,Asia
362,Grand Casablanca,4.0,8.0,Morocco,Africa
364,Corrientes,14.0,9.0,Argentina,South America
365,Entre Rios,15.0,2.0,Argentina,South America
366,Formosa,24.0,6.0,Argentina,South America
367,La Rioja,0.0,0.0,Argentina,South America
368,Mendoza,7.0,1.0,Argentina,South America
370,Kohgiluyeh,12.0,0.0,Iran,Asia
371,Misiones,12.0,0.0,Argentina,South America
372,San Luis,11.0,4.0,Argentina,South America
373,Neuquen,0.0,0.0,Argentina,South America
374,Santander,12.0,0.0,Colombia,South America
375,Rio Negro,10.0,4.0,Argentina,South America
376,Jijel,5.0,0.0,Algeria,Africa
377,Salta,6.0,5.0,Argentina,South America
379,San Juan,0.0,0.0,Argentina,South America
380,Hung Yen,17.0,3.0,Viet Nam,Asia
381,Tashkent city,0.0,0.0,Uzbekistan,Asia
382,Zulia,23.0,3.0,Venezuela,South America
383,Basilicata,18.0,0.0,Italy,Europe
384,Santa Cruz,0.0,0.0,Argentina,South America
385,Samut Sakhon,19.0,0.0,Thailand,Asia
386,Perlis,20.0,1.0,Malaysia,Asia
387,Ile-de-France,11.0,4.0,France,Europe
389,Tacuarembo,6.0,3.0,Uruguay,South America
390,Luxor,0.0,0.0,Egypt,Africa
391,Bac Ninh,16.0,3.0,Viet Nam,Asia
392,Dadra,9.0,2.0,India,Asia
393,Ajloon,3.0,7.0,Jordan,Asia
394,Nakhon Sawan,12.0,0.0,Thailand,Asia
395,Ha Noi City,18.0,0.0,Viet Nam,Asia
396,Samut Songkham,19.0,0.0,Thailand,Asia
397,Pulau Pinang,21.0,0.0,Malaysia,Asia
398,Bamako,0.0,0.0,Mali,Africa
399,Islamabad,0.0,0.0,Pakistan,Asia
400,Anhui Sheng,20.0,0.0,China,Asia
401,Nagano,19.0,0.0,Japan,Asia
402,Hilmand,4.0,6.0,Afghanistan,Asia
403,Nonthaburi,7.0,0.0,Thailand,Asia
404,Ang Thong,19.0,1.0,Thailand,Asia
405,Malopolske,13.0,3.0,Poland,Europe
406,Hauts-bassins,10.0,2.0,Burkina Faso,Africa
407,Area under NA 1,0.0,0.0,Cambodia,Asia
408,La Pampa,7.0,4.0,Argentina,South America
409,Phuket,16.0,0.0,Thailand,Asia
410,Jalal-Abad,5.0,0.0,Kyrgyzstan,Asia
412,Jarash,5.0,4.0,Jordan,Asia
413,Bouira,11.0,8.0,Algeria,Africa
414,Lapland,0.0,0.0,Finland,Europe
416,Oulu,7.0,2.0,Finland,Europe
417,Kaliningradskaya,9.0,4.0,Russian Fed.,Asia
418,Panamá,6.0,0.0,Panama,North America
419,Phu Yen,20.0,1.0,Viet Nam,Asia
420,Sarawak,17.0,0.0,Malaysia,Asia
421,Tombali,0.0,0.0,Guinea-Bissau,Africa
422,Vichada,0.0,0.0,Colombia,South America
423,Bouenza,2.0,3.0,Congo,Africa
424,Mascara,9.0,7.0,Algeria,Africa
425,Jiangsu Sheng,15.0,0.0,China,Asia
426,Tanger - Tétouan,8.0,8.0,Morocco,Africa
429,Corse,14.0,2.0,France,Europe
430,Estuaire,7.0,1.0,Gabon,Africa
431,Tissemsilt,11.0,8.0,Algeria,Africa
432,Jiangxi Sheng,21.0,0.0,China,Asia
433,Southern Finland,12.0,3.0,Finland,Europe
434,Selangor,4.0,0.0,Malaysia,Asia
435,Masaya,3.0,4.0,Nicaragua,North America
436,Ouest,12.0,0.0,Cameroon,Africa
437,Preah Vihear,3.0,3.0,Cambodia,Asia
438,Mopti,5.0,1.0,Mali,Africa
439,Segou,8.0,2.0,Mali,Africa
440,Oran,9.0,7.0,Algeria,Africa
441,Sikasso,11.0,0.0,Mali,Africa
442,Sulawesi Tengah,17.0,0.0,Indonesia,Asia
443,Sulawesi T.,19.0,0.0,Indonesia,Asia
444,Sumatera Barat,7.0,0.0,Indonesia,Asia
445,Central,11.0,2.0,Sri Lanka,Asia
446,Sumatera Utara,12.0,0.0,Indonesia,Asia
447,Kermanshah,7.0,9.0,Iran,Asia
448,Bushehr,13.0,8.0,Iran,Asia
449,Grand Gedeh,0.0,0.0,Liberia,Africa
450,Montevideo,14.0,0.0,Uruguay,South America
451,North Macedonia,21.0,0.0,North Macedonia,Europe
453,Ain-Defla,11.0,8.0,Algeria,Africa
454,Esfahan,13.0,0.0,Iran,Asia
455,Tebessa,4.0,3.0,Algeria,Africa
456,Tombouctou,0.0,0.0,Mali,Africa
457,Santa Fe,16.0,0.0,Argentina,South America
458,Souk-Ahras,5.0,10.0,Algeria,Africa
459,Fars,1.0,0.0,Iran,Asia
460,Hormozgan,13.0,6.0,Iran,Asia
461,Kalbajar-Lachin,25.0,2.0,Azerbaijan,Europe
462,Ilam,15.0,0.0,Iran,Asia
463,Kerman,1.0,0.0,Iran,Asia
464,North West,22.0,0.0,Sri Lanka,Asia
465,Espirito Santo,13.0,4.0,Brazil,South America
466,Khuzestan,13.0,6.0,Iran,Asia
467,Kordestan,11.0,8.0,Iran,Asia
468,Pursat,14.0,2.0,Cambodia,Asia
470,Taiwan Sheng,22.0,0.0,Taiwan,Asia
471,Vakaga,0.0,0.0,Central Africa,Africa
472,Campeche,14.0,0.0,Mexico,North America
473,Boyaca,19.0,0.0,Colombia,South America
474,Casanare,11.0,0.0,Colombia,South America
475,Thessalia,17.0,2.0,Greece,Europe
476,Hamgyong-bukto,8.0,0.0,North Korea,Asia
477,Chiapas,19.0,0.0,Mexico,North America
478,Albania,17.0,7.0,Albania,Europe
479,Rheinland-Pfalz,12.0,0.0,Germany,Europe
480,B. California S.,0.0,0.0,Mexico,North America
481,Chihuahua,14.0,5.0,Mexico,North America
482,Attiki,12.0,4.0,Greece,Europe
483,Dytiki Ellada,7.0,0.0,Greece,Europe
484,Kriti,9.0,0.0,Greece,Europe
485,Northern,28.0,1.0,Sri Lanka,Asia
486,Atyrauskaya,32.0,15.0,Kazakhstan,Asia
487,Gracias A Dios,16.0,0.0,Honduras,North America
488,Jambylslkaya,31.0,0.0,Kazakhstan,Asia
489,Sabaragamuwa,7.0,0.0,Sri Lanka,Asia
490,Cuyuni,0.0,0.0,Guyana,South America
491,Kedougou,3.0,0.0,Senegal,Africa
492,Tambacounda,6.0,7.0,Senegal,Africa
493,Cacheu,0.0,0.0,Guinea-Bissau,Africa
494,Potaro,0.0,0.0,Guyana,South America
495,Mexico,14.0,7.0,Mexico,North America
496,Lorestan,4.0,3.0,Iran,Asia
497,Coahuila,13.0,0.0,Mexico,North America
498,Hidalgo,26.0,0.0,Mexico,North America
499,Assam,6.0,0.0,India,Asia
500,Jalisco,28.0,0.0,Mexico,North America
501,Bengkulu,4.0,0.0,Indonesia,Asia
502,Semnan,10.0,0.0,Iran,Asia
503,Uva,28.0,0.0,Sri Lanka,Asia
504,Simane,17.0,0.0,Japan,Asia
505,Toscana,8.0,0.0,Italy,Europe
506,Isikawa,16.0,0.0,Japan,Asia
507,Saga,14.0,0.0,Japan,Asia
508,Sizuoka,11.0,0.0,Japan,Asia
509,Bolikhamxai,11.0,0.0,Laos,Asia
510,Michoacan,15.0,0.0,Mexico,North America
511,Nayarit,24.0,0.0,Mexico,North America
513,Puebla,25.0,0.0,Mexico,North America
514,Nuevo Leon,18.0,10.0,Mexico,North America
515,Oaxaca,21.0,0.0,Mexico,North America
516,Sinaloa,12.0,11.0,Mexico,North America
517,Kunene,0.0,0.0,Namibia,Africa
518,Sonora,19.0,4.0,Mexico,North America
519,Tabasco,11.0,0.0,Mexico,North America
520,Central Region,9.0,3.0,Malawi,Africa
521,Arxangai,10.0,12.0,Mongolia,Asia
522,Veracruz,26.0,0.0,Mexico,North America
523,Trarza,0.0,0.0,Mauritania,Africa
524,Bayan-O'lgii,0.0,0.0,Mongolia,Asia
525,Bayanxongor,0.0,0.0,Mongolia,Asia
526,Northland,5.0,0.0,New Zealand,Oceania
527,Colón,0.0,0.0,Panama,North America
528,Westland,26.0,0.0,New Zealand,Oceania
529,Maranhao,6.0,0.0,Brazil,South America
530,Pasco,4.0,0.0,Peru,South America
531,Bulgan,17.0,7.0,Mongolia,Asia
532,Darxan-Uul,7.0,8.0,Mongolia,Asia
533,Kuna Yala,0.0,0.0,Panama,North America
534,Dornod,0.0,0.0,Mongolia,Asia
535,Lagos,0.0,0.0,Nigeria,Africa
536,Concepcion,18.0,0.0,Paraguay,South America
537,Novosibirskaya ,7.0,5.0,Russian Fed.,Asia
538,Loreto,0.0,0.0,Peru,South America
539,Volgogradskaya ,10.0,0.0,Russian Fed.,Asia
540,Morobe,13.0,0.0,Papua New Guinea,Oceania
541,Gulf,0.0,0.0,Papua New Guinea,Oceania
542,Musandam,0.0,0.0,Oman,Asia
543,Mato Grosso,11.0,0.0,Brazil,South America
544,Piura,2.0,0.0,Peru,South America
545,Attapu,12.0,4.0,Laos,Asia
546,Chuvashiya Rep.,1.0,10.0,Russian Fed.,Asia
547,Puno,13.0,5.0,Peru,South America
548,Cagayan Valley,10.0,0.0,Philippines,Asia
549,Mato Grosso S,15.0,5.0,Brazil,South America
550,San Martín,20.0,0.0,Peru,South America
551,Tacna,0.0,0.0,Peru,South America
552,Juba Dhexe,22.0,13.0,Somalia,Africa
553,Bicol Region,16.0,0.0,Philippines,Asia
554,West Visayas,17.0,0.0,Philippines,Asia
555,Central Visayas,20.0,0.0,Philippines,Asia
556,Missouri,15.0,0.0,USA,North America
557,Kujawsko P.,17.0,1.0,Poland,Europe
558,Jonglei,4.0,8.0,South Sudan,Africa
559,Lubeiskie,19.0,3.0,Poland,Europe
560,Eastern Visayas,3.0,0.0,Philippines,Asia
561,Quang Nam,21.0,1.0,Viet Nam,Asia
562,Caraga,7.0,0.0,Philippines,Asia
563,Dolnoslaskie,22.0,4.0,Poland,Europe
564,Lodzkie,23.0,1.0,Poland,Europe
565,Lubuskie,9.0,1.0,Poland,Europe
566,Nan,10.0,0.0,Thailand,Asia
567,Si Saket,9.0,2.0,Thailand,Asia
568,Nong Khai,9.0,6.0,Thailand,Asia
569,Ranong,20.0,5.0,Thailand,Asia
570,Opolskie,19.0,4.0,Poland,Europe
571,Podkarpackie,19.0,1.0,Poland,Europe
572,Mazowieckie,15.0,7.0,Poland,Europe
573,Trad,23.0,0.0,Thailand,Asia
574,Podlaskie,11.0,9.0,Poland,Europe
575,Chungchongbuk-do,9.0,0.0,South Korea,Asia
576,Swietokrzyskie,14.0,6.0,Poland,Europe
577,Pomorskie,10.0,0.0,Poland,Europe
578,Slaskie,21.0,6.0,Poland,Europe
579,Warminsko M.,7.0,6.0,Poland,Europe
580,Kyongsangbuk-do,14.0,0.0,South Korea,Asia
581,Illes Balears,8.0,17.0,Spain,Europe
582,Wielkopolskie,19.0,2.0,Poland,Europe
583,Louangphabang,23.0,0.0,Laos,Asia
584,Chollanam-do,19.0,0.0,South Korea,Asia
585,Castilla y León,12.0,6.0,Spain,Europe
586,Chungchongnam-do,11.0,0.0,South Korea,Asia
587,Kyonggi-do,12.0,0.0,South Korea,Asia
588,Kyongsangnam-do,17.0,0.0,South Korea,Asia
589,Sfax,22.0,0.0,Tunisia,Africa
590,West Cape,9.0,9.0,South Africa,Africa
591,Andalucía,9.0,0.0,Spain,Europe
592,Hiraan,6.0,8.0,Somalia,Africa
593,Aragón,11.0,0.0,Spain,Europe
594,Asturias,7.0,0.0,Spain,Europe
595,Sulawesi Utara,16.0,0.0,Indonesia,Asia
596,Quang Ngai,16.0,0.0,Viet Nam,Asia
597,Canarias,17.0,9.0,Spain,Europe
598,Cantabria,8.0,0.0,Spain,Europe
599,El Buheyrat,8.0,0.0,South Sudan,Africa
